"Date" "Value"
"2015-03-29" 352.72
"2015-03-30" 591.01
"2015-03-31" 628.07
"2015-04-01" 639.86
"2015-04-02" 551.42
"2015-04-03" 652.45
"2015-04-04" 641.95
"2015-04-05" 659.09
"2015-04-06" 656.79
"2015-04-07" 663.34
"2015-04-08" 589.55
"2015-04-09" 629.96
"2015-04-10" 645.07
"2015-04-11" 645.04
"2015-04-12" 639.14
"2015-04-13" 631.32
"2015-04-14" 608.89
"2015-04-15" 557.15
"2015-04-16" 568.09
"2015-04-17" 609.47
"2015-04-18" 607.88
"2015-04-19" 525.9
"2015-04-20" 562.2
"2015-04-21" 456.91
"2015-04-22" 609.86
"2015-04-23" 567.72
"2015-04-24" 606.93
"2015-04-25" 599.77
"2015-04-26" 614.62
"2015-04-27" 532.73
"2015-04-28" 429.33
"2015-04-29" 161.91
"2015-04-30" 146.54
"2015-05-01" 225.23
"2015-05-02" 398.03
"2015-05-03" 514.93
"2015-05-04" 656.93
"2015-05-05" 626.12
"2015-05-06" 622.2
"2015-05-07" 640.36
"2015-05-08" 631.38
"2015-05-09" 638.54
"2015-05-10" 630.81
"2015-05-11" 629.9
"2015-05-12" 569.71
"2015-05-13" 576.11
"2015-05-14" 628.55
"2015-05-15" 647.29
"2015-05-16" 642.52
"2015-05-17" 639.17
"2015-05-18" 661.65
"2015-05-19" 657.27
"2015-05-20" 659.97
"2015-05-21" 627.05
"2015-05-22" 638.84
"2015-05-23" 451.29
"2015-05-24" 528.07
"2015-05-25" 617.84
"2015-05-26" 618.41
"2015-05-27" 632.96
"2015-05-28" 650.55
"2015-05-29" 620.94
"2015-05-30" 572.6
"2015-05-31" 501.17
"2015-06-01" 266.63
"2015-06-02" 334.52
"2015-06-03" 471.94
"2015-06-04" 580.09
"2015-06-05" 445.26
"2015-06-06" 548.74
"2015-06-07" 658.05
"2015-06-08" 570.81
"2015-06-09" 519.04
"2015-06-10" 563.99
"2015-06-11" 470.41
"2015-06-12" 445.57
"2015-06-13" 302.82
"2015-06-14" 408.44
"2015-06-15" 424.61
"2015-06-16" 603.13
"2015-06-17" 620.58
"2015-06-18" 558.45
"2015-06-19" 509.29
"2015-06-20" 522.97
"2015-06-21" 599.96
"2015-06-22" 592.02
"2015-06-23" 616.53
"2015-06-24" 403.17
"2015-06-25" 583.94
"2015-06-26" 522.36
"2015-06-27" 636.32
"2015-06-28" 583.82
"2015-06-29" 643.86
"2015-06-30" 630.27
"2015-07-01" 635.11
"2015-07-02" 533.43
"2015-07-03" 594.59
"2015-07-04" 605.73
"2015-07-05" 493.76
"2015-07-06" 591.19
"2015-07-07" 555.8
"2015-07-08" 349.58
"2015-07-09" 213.29
"2015-07-10" 238.74
"2015-07-11" 466.21
"2015-07-12" 610.34
"2015-07-13" 541.58
"2015-07-14" 562.91
"2015-07-15" 516.23
"2015-07-16" 468.44
"2015-07-17" 615.02
"2015-07-18" 628.78
"2015-07-19" 645.22
"2015-07-20" 523.63
"2015-07-21" 639.38
"2015-07-22" 610.31
"2015-07-23" 618.88
"2015-07-24" 634.24
"2015-07-25" 629.13
"2015-07-26" 643.08
"2015-07-27" 651.4
"2015-07-28" 590.2
"2015-07-29" 623.5
"2015-07-30" 693.31
"2015-07-31" 579.86
"2015-08-01" 647.64
"2015-08-02" 646.14
"2015-08-03" 629.51
"2015-08-04" 644.63
"2015-08-05" 641.45
"2015-08-06" 548.11
"2015-08-07" 640.31
"2015-08-08" 648.41
"2015-08-09" 625.62
"2015-08-10" 658.11
"2015-08-11" 589.06
"2015-08-12" 462.32
"2015-08-13" NA
"2015-08-14" NA
"2015-08-15" NA
"2015-08-16" NA
"2015-08-17" NA
"2015-08-18" NA
"2015-08-19" NA
"2015-08-20" NA
"2015-08-21" NA
"2015-08-22" NA
"2015-08-23" NA
"2015-08-24" NA
"2015-08-25" 417.94
"2015-08-26" 496.14
"2015-08-27" 447.96
"2015-08-28" 310.51
"2015-08-29" 400.22
"2015-08-30" 622.06
"2015-08-31" 580.76
"2015-09-01" 627.42
"2015-09-02" 578.03
"2015-09-03" 667.71
"2015-09-04" 645.94
"2015-09-05" 660.14
"2015-09-06" 428.21
"2015-09-07" 305.96
"2015-09-08" 353.01
"2015-09-09" 322.8
"2015-09-10" 540.4
"2015-09-11" 643.55
"2015-09-12" 629.46
"2015-09-13" 523.79
"2015-09-14" 339.47
"2015-09-15" 457.41
"2015-09-16" 617.91
"2015-09-17" 588.43
"2015-09-18" 535.45
"2015-09-19" 553.51
"2015-09-20" 496.15
"2015-09-21" 601.02
"2015-09-22" 449.22
"2015-09-23" 600.64
"2015-09-24" 601.65
"2015-09-25" 525.97
"2015-09-26" 511.92
"2015-09-27" 481.52
"2015-09-28" 498.31
"2015-09-29" 430.07
"2015-09-30" 319.01
"2015-10-01" 515.44
"2015-10-02" 244.19
"2015-10-03" 609.39
"2015-10-04" 561.1
"2015-10-05" 595.66
"2015-10-06" 561.88
"2015-10-07" 535.5
"2015-10-08" 547.23
"2015-10-09" 553.87
"2015-10-10" 536.3
"2015-10-11" 540.46
"2015-10-12" 564.02
"2015-10-13" 480.57
"2015-10-14" 571.69
"2015-10-15" 497.45
"2015-10-16" 346.94
"2015-10-17" 398.03
"2015-10-18" 365.61
"2015-10-19" 265.8
"2015-10-20" 420.19
"2015-10-21" 319.92
"2015-10-22" 570.91
"2015-10-23" 585.32
"2015-10-24" 567.18
"2015-10-25" NA
"2015-10-26" 275.33
"2015-10-27" 523.48
"2015-10-28" 450.28
"2015-10-29" 538.7
"2015-10-30" 560.6
"2015-10-31" 546.08
"2015-11-01" 460.17
"2015-11-02" 422.06
"2015-11-03" 440.55
"2015-11-04" 572.25
"2015-11-05" 517.15
"2015-11-06" 473.28
"2015-11-07" 456.96
"2015-11-08" 362.33
"2015-11-09" 486.78
"2015-11-10" 545.53
"2015-11-11" 523.02
"2015-11-12" 427.54
"2015-11-13" 321.55
"2015-11-14" 242.67
"2015-11-15" 410.34
"2015-11-16" 435.26
"2015-11-17" 445.51
"2015-11-18" 537.43
"2015-11-19" 532.13
"2015-11-20" 322.23
"2015-11-21" 404.74
"2015-11-22" 377.27
"2015-11-23" 343.63
"2015-11-24" 291.19
"2015-11-25" 307.82
"2015-11-26" 384.57
"2015-11-27" 453.08
"2015-11-28" 439.13
"2015-11-29" 543.31
"2015-11-30" 512.9
"2015-12-01" 523.99
"2015-12-02" 431.09
"2015-12-03" 251.76
"2015-12-04" 168.29
"2015-12-05" 279.11
